V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
5073,10415,-1,26,5771,-2,0,110688,7172,0,89147,3016,100552,120055,0,3508,-2,3707,88388,120000
800,1976,-1,39,3318,-1,-2,0,3314,-1,3576,0,800,0,-1,3576,-1,0,0,250000
778,18776,0,27,3000,0,0,22760,21458,0,23706,2865,23215,2000,0,811,0,2000,21951,130000
1500,1428,0,37,1500,0,0,4029,2741,0,6357,1000,5451,1500,0,1000,-1,1000,7246,290000
1000,18338,0,26,2000,0,0,21687,20033,0,22816,1500,22327,2000,0,1000,0,1000,23436,40000
0,-200,-2,27,0,-2,-2,-200,-200,-2,-200,0,-200,0,-2,0,1,0,-200,180000
4628,3852,-1,45,2403,-1,-1,4730,2395,-1,5127,1720,4628,4730,-1,5127,-1,3400,3400,500000
328,68247,0,22,2120,0,-1,22551,68263,0,0,2000,16008,1010,0,0,0,13180,13180,70000
0,0,-2,29,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,180000
1406,0,-1,38,1437,-1,-1,3070,1437,-1,2196,0,1406,3078,-1,2196,1,1481,1481,290000
38139,103880,-1,32,39560,-1,-1,301441,39356,-1,104491,177258,37945,302961,-1,104673,-1,35387,35234,500000
0,9900,-2,48,0,-1,-1,0,0,-2,0,37980,0,0,-2,0,-1,2299,2299,430000
0,0,-2,37,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,200000
30000,2700,-1,23,899,-1,0,-1581,899,-1,29016,0,28419,0,0,1055,-2,2376,30908,30000
0,-1213,0,45,38677,-1,-1,36751,35789,0,390,1170,390,3000,-1,390,1,390,390,80000
3120,129106,0,32,4420,0,0,107828,127610,0,98525,2000,102937,3650,0,3200,0,2900,77711,20000
200,7678,0,44,3347,0,-1,-10,10475,-1,6160,15000,190,0,-1,7018,0,6073,402,20000
207,14896,0,22,7000,-1,0,7929,12011,0,6838,0,7693,4000,0,229,0,70,3486,10000
0,99518,-2,34,937,-2,0,-482,-482,-2,18,3000,-482,0,-1,500,-2,4816,4834,220000
0,282,2,48,62773,-1,-1,32122,61573,0,2914,58587,31423,0,0,0,-1,1470,1470,60000
2000,29745,0,25,2500,0,-1,5235,16309,0,11446,6699,3122,1517,-1,11446,0,1914,1914,30000
5200,139058,2,27,4900,2,0,132693,140243,0,132105,4800,135638,0,0,5000,1,5100,134851,140000
2000,70952,0,28,0,2,0,70184,69264,0,11296,0,8518,3000,0,3000,2,2000,6514,130000
685,249,-2,32,0,-1,0,0,0,-1,685,53,685,0,0,0,-1,845,1530,360000
0,12,-1,24,0,-1,-1,12,12,-1,12,1393,12,0,-1,0,-1,0,12,10000
0,0,-2,35,0,-2,-2,0,0,-2,0,28027,0,0,-2,0,1,0,0,200000
1000,15164,2,24,2000,2,0,17032,16607,0,18507,1000,17448,1000,0,1500,1,1000,19046,30000
0,3208,2,42,6000,0,-2,8820,9134,2,4505,4007,1502,0,-2,3003,0,31,3766,220000
6966,5954,-2,41,10464,-2,-2,7165,10464,-2,9776,1603,6946,7165,-2,9776,-2,2007,2007,200000
275,72620,-1,28,873,-1,-1,8596,873,0,6243,27014,6418,8596,0,300,-1,1984,1984,500000
192,11242,0,22,1282,0,0,11788,11070,0,9191,0,9607,1000,0,184,0,0,0,20000
500,5830,0,35,1118,0,0,7855,6694,0,8297,1691,8076,1279,0,500,0,1349,9349,100000
0,0,-2,37,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,230000
1395,42243,0,28,7773,0,2,38136,37131,0,41483,2000,38903,1628,0,3210,0,0,40257,60000
1000,31097,0,25,0,2,0,31142,30322,0,30099,10000,29391,1833,0,1000,2,10000,28041,50000
400,28758,0,22,1423,0,0,18829,14780,0,3000,0,18401,5000,0,200,0,0,0,20000
1100,28129,2,28,1800,2,2,28421,29184,0,30685,1500,28751,0,0,2400,2,0,30040,50000
0,22921,2,26,5000,0,0,17660,23044,0,8722,0,13104,0,0,174,0,13810,17976,60000
4587,170845,0,48,6800,0,0,170464,171762,0,127024,4497,127364,7790,0,4675,0,4525,125341,170000
390,1058,-1,48,1726,-1,-1,390,1726,-1,390,390,390,390,-1,390,-1,390,390,50000
2000,76453,0,24,2500,0,0,50169,49430,0,42831,1000,49661,2000,0,3551,0,1500,27495,90000
2000,64800,0,24,4000,0,0,67227,66747,0,70409,4791,68398,2600,0,3000,0,2025,71408,180000
1526,51671,0,44,1928,0,0,49293,50272,0,50069,2614,47154,1595,0,13000,0,1569,50442,50000
20000,356375,0,48,40000,0,0,318600,347165,0,285249,20000,284972,20000,0,20000,0,10000,266406,380000
1000,1623,2,39,1000,2,0,3244,2441,0,4812,0,4034,1000,0,1000,1,1500,6210,30000
8484,4030,-1,36,6720,-1,-1,0,6720,-1,2060,798,8484,0,-1,2064,-1,0,0,160000
0,29565,0,39,3000,0,0,34134,31123,2,24020,0,23552,3638,0,1000,2,3000,26615,60000
2000,1638,0,31,54490,-1,0,112841,54490,0,90202,27224,112603,62841,0,0,2,1000,39564,450000
0,32119,0,52,0,2,0,26196,29498,0,16818,0,23806,6900,0,0,1,0,14438,50000
0,1050,3,26,0,2,3,1050,1050,3,1050,0,1050,0,3,0,2,0,1050,20000
1371,30356,-1,35,33074,-1,0,78686,32910,0,41653,183622,63021,78772,0,919,-1,13770,24679,390000
5302,158741,0,43,5823,0,0,146043,155438,0,138849,4532,142726,5310,0,5035,0,5118,137499,300000
5000,139153,0,50,6006,0,0,140700,141383,0,137209,4800,137365,5000,0,5120,0,5200,138934,140000
2073,97821,0,37,4220,0,0,44716,97934,0,42867,2295,42073,2029,0,2867,-1,3876,33876,200000
1120,50187,0,29,3000,0,0,47091,51318,0,47368,0,41660,23000,0,6000,0,2675,49317,50000
0,12517,2,29,1006,2,0,12421,13027,0,5083,0,6105,0,0,0,1,0,0,30000
390,390,-1,32,390,-1,2,390,390,-1,930,780,390,390,-1,930,-1,0,390,50000
0,0,-2,27,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,90000
0,101403,-1,32,2389,-1,-1,11996,2389,-1,67372,66666,0,11996,-1,67372,0,66666,66666,360000
5000,244736,0,37,10000,0,0,253704,249018,0,175022,3200,255353,10000,0,5000,0,5000,130299,260000
2154,1207,0,43,60267,-1,0,61424,60267,0,64260,3000,61039,3000,0,5000,-1,3000,64618,180000
0,-1917,-2,26,0,-2,-1,-1917,-1917,-2,-1917,1000,-1917,0,-2,0,1,20000,18083,360000
656,17775,0,42,1500,0,0,18586,18974,0,19374,1286,18957,1285,0,699,0,2000,19583,20000
14038,-140,-2,41,0,-2,-2,-70,-70,-2,6652,1046,13968,0,-2,6684,-2,9744,9696,200000
446,8226,0,25,1349,0,0,10325,9281,0,7085,2093,10378,1393,0,390,0,422,6542,20000
6295,14638,-1,50,11956,-1,-1,12318,11940,-1,5284,9104,6295,12331,-1,5284,-1,6220,6220,480000
0,37596,0,40,1000,0,-2,0,23808,-2,0,0,0,0,-2,0,0,0,0,100000
0,105356,0,34,3931,0,2,115372,107588,2,119702,0,112027,9600,2,9500,0,4100,121650,120000
355,16849,0,32,1434,0,0,18194,17618,0,18759,450,17759,1400,0,1000,0,126,5340,20000
4000,74813,0,34,3000,0,0,73293,75221,0,74734,5000,72213,4000,0,5000,0,4000,76089,270000
0,0,-1,34,13621,-1,-1,0,13621,-2,0,0,0,0,-2,0,1,666,666,410000
0,2469,-1,29,59068,-1,0,61284,59068,2,58033,2110,58698,4898,0,2300,2,2200,57539,60000
854,261,-1,31,6229,-1,-1,5815,6229,-1,2029,10342,851,5815,-1,2029,-1,1997,1997,200000
0,0,-2,44,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,170000
1770,51461,0,25,2000,0,2,50628,51179,0,53936,2112,50154,1771,0,6038,0,0,51459,50000
1048,1048,-1,42,1048,-1,-1,1048,1048,-1,390,390,1048,1048,-1,390,-1,390,390,130000
1000,9214,0,28,1500,0,0,12071,10560,0,14644,3000,12866,2000,0,2000,0,2000,16230,70000
1387,3493,-1,44,12498,-1,-1,46163,12444,-1,6064,1273,1373,46185,-1,6094,-1,2155,2145,320000
10000,79646,0,37,50000,0,0,107558,110818,0,79727,3000,80437,3500,0,3000,0,3000,81001,110000
0,34567,0,30,10000,0,-1,7406,36416,0,12150,399,0,2056,-1,12150,0,150,150,420000
12279,18045,-1,49,17409,-1,-1,47608,17401,-1,75882,61411,12279,47622,-1,75882,-1,90611,90611,240000
3000,35539,2,42,3600,0,2,37332,38246,2,38932,3387,39702,0,2,0,0,3500,41770,50000
0,44331,2,25,5000,0,4,59129,48590,6,56225,0,57663,12000,5,0,0,0,54759,60000
4771,3759,-1,31,8873,-2,-1,14505,17694,-1,11357,890,4757,14548,-1,11491,-2,6896,6679,250000
949,255412,0,47,5130,0,-1,250549,217382,0,-4020,60686,31370,4647,0,4391,2,146216,107239,290000
3658,1360,-1,29,8035,-1,-1,-7,7995,-1,2085,584,3651,0,0,10,-1,1107,1102,360000
5000,11951,0,36,5000,0,0,20391,16332,0,26361,10000,22104,5012,0,5006,0,10010,34333,340000
8408,530,-1,41,7233,-1,-1,4158,7233,-1,542,648,8408,4318,-1,542,-1,2314,2314,310000
6800,181679,0,31,8900,0,0,190152,187642,0,188632,6500,186696,7200,0,7100,0,7200,190948,260000
2000,65622,0,30,3300,0,2,67382,67265,0,55196,3000,51958,2100,0,4000,0,0,54235,80000
46,26501,0,39,1261,0,-1,11003,21340,0,1116,201323,1848,5901,-1,1121,0,947,927,500000
11000,138103,2,47,500,2,2,137251,134976,2,147604,11077,144457,6000,2,5600,1,0,145071,240000
0,30121,-1,56,2295,0,-1,19100,31295,0,0,0,18900,19100,0,0,0,3900,3900,50000
0,9873,-1,43,0,-1,0,10291,-709,-1,582,291,0,11000,-1,873,-1,0,291,200000
500,9784,0,43,2303,0,0,7384,11578,0,6734,500,13479,2095,0,1000,0,500,6801,50000
1092,40171,0,26,1491,0,0,30203,37274,0,33323,2000,30809,2000,0,3000,0,1353,33190,60000
0,2429,-1,39,8077,-1,2,4380,8054,0,6131,3000,316,4380,-1,6131,-1,0,5612,170000
150,1778,-2,29,0,-1,-1,0,0,-1,150,0,150,0,-1,150,-1,989,989,160000
4000,199891,0,35,8500,0,0,115177,198608,0,139737,70000,116226,6000,0,25000,0,50000,187728,200000
316,12907,-1,38,316,-1,-1,1156,316,-1,316,316,316,1156,-1,316,0,316,316,230000
0,0,-2,24,0,-2,-1,0,0,-2,2483,80,0,0,-1,2483,1,0,0,100000
592,46750,0,23,1505,0,0,26675,45985,0,16303,2000,16948,2000,0,604,0,2000,18019,50000
0,0,-2,31,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,270000
1797,4976,-2,44,5417,-2,-1,7948,5417,-2,1580,4338,1797,7948,-2,1580,-2,12573,12573,250000
8725,234661,0,39,10200,0,0,235982,234364,0,244329,15000,239281,10200,0,9068,2,9068,249130,240000
0,0,-2,60,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,150000
7642,3114,-1,49,23979,-1,-1,7838,23946,-1,8009,5068,7642,7838,0,367,-1,10800,10800,150000
21500,122283,0,38,0,2,2,120435,118913,0,142950,5000,139795,5000,2,5500,2,0,140505,140000
0,-8,-1,42,0,-2,-1,1632,-8,-1,17451,1758,-88,1640,-1,17539,1,44197,43978,250000
406,2734,-1,34,0,-1,-1,625,0,-1,338,0,406,625,-1,338,-1,0,0,160000
2200,27225,0,30,1765,0,0,26743,28245,0,30943,0,28943,1000,0,2000,0,0,0,180000
2000,19024,2,60,2000,2,0,19798,20424,2,20986,2000,21468,0,2,0,2,2000,22469,220000
0,1672,-1,40,2941,-1,-2,0,2927,-2,0,0,0,0,-2,0,-1,0,0,160000
3004,73700,0,29,3304,0,0,73928,73624,0,72393,3012,72060,3815,0,3006,0,4012,72969,200000
285,47445,0,32,1697,0,0,9858,37395,0,9674,40207,8536,1118,0,299,0,1110,9591,50000
210,8283,0,24,1500,0,0,9436,8754,0,6059,0,5856,1246,0,298,0,120,5999,10000
100,25437,0,24,2000,0,-2,0,25873,-1,0,0,100,0,-1,0,-1,0,0,50000
1602,4157,-2,37,606,-2,-2,432,601,-2,3017,1275,1602,432,-2,3017,-2,937,937,200000
544,54316,0,34,2770,0,0,15158,55575,0,15933,596,15450,1275,0,3923,0,575,16095,60000
0,30773,0,33,4000,0,2,41329,33275,2,5722,1000,5392,9000,2,1000,2,0,4501,50000
5005,144761,0,33,6005,0,0,128105,146271,0,133985,5005,130555,5005,0,6005,0,5005,136151,150000
736,736,-2,30,736,-2,-2,736,736,-2,736,1156,736,736,-2,736,1,316,316,200000
3200,116697,0,46,4200,0,0,101417,108828,0,91503,3464,89852,4715,0,3010,0,3772,89571,120000
396,144396,-1,51,6396,-1,-1,396,150396,-1,396,396,396,396,-1,396,-1,546,546,450000
0,11181,0,26,3194,0,0,9442,11237,0,11928,10000,5318,8823,0,7000,0,6660,15558,90000
500,803,0,23,16983,-1,0,18644,16983,0,12984,1000,12718,2000,0,424,-1,431,13247,90000
7020,183800,0,63,6820,0,2,193030,187658,0,207180,0,195356,8500,0,15000,0,8000,211614,290000
0,489,-2,32,0,-2,-2,1257,0,-2,1169,0,0,1257,-2,1169,-2,641,641,230000
0,0,-1,45,0,-2,-2,3288,0,-1,0,2942,0,3288,-2,0,1,0,0,280000
4000,109259,0,47,5400,0,0,107209,108015,0,100653,3600,106353,5211,0,4000,0,4000,99546,140000
6000,43616,0,41,2100,0,0,45661,44710,0,49934,4200,50880,2000,2,0,0,2000,51106,140000
1619,1088,-1,25,1521,-1,-1,6042,1521,-1,947,0,1085,6044,-1,947,-1,495,495,130000
2442,4420,-1,41,16920,-1,-1,4745,16829,-1,7792,1076,2430,4774,-1,7829,-1,33361,33196,240000
1745,46727,0,32,2000,0,-2,48990,47973,0,0,0,49261,2005,0,0,0,0,0,50000
300,42462,0,51,1928,0,0,42256,43684,0,6638,500,6501,1200,0,242,0,500,7027,50000
6000,123436,0,29,7000,0,0,129832,127873,0,139818,3044,133273,6000,0,10000,0,30000,65649,230000
6195,5044,-1,26,1248,-1,0,199466,1248,0,210885,8000,200701,201925,0,30000,-2,8000,213137,390000
4500,151955,2,39,9201,0,0,149765,158956,0,134488,5319,131741,5000,0,4600,0,4700,137240,200000
5000,30627,-1,33,4008,-1,-1,6696,3693,-1,4192,71100,2461,6696,-1,4192,-1,4378,4378,450000
3000,29965,0,33,2000,0,0,29775,28048,0,26956,2000,27736,3000,0,2000,0,2000,28142,30000
1320,660,2,42,1320,-1,-1,660,1320,-1,1320,27077,1320,0,-1,1320,-1,1710,1710,200000
3000,47788,0,26,4000,0,0,46830,45221,0,52142,5000,48429,3000,0,5000,0,5000,56060,80000
0,10135,3,26,2100,2,0,11448,11926,2,11636,0,10970,0,0,1000,3,1000,12442,20000
6329,68687,0,44,2545,0,0,71271,69531,0,50793,1975,70712,2918,0,1996,0,1977,50605,70000
3031,11317,-2,34,2617,-2,-2,1265,2612,-2,13001,4003,3031,1265,-2,13001,-2,8807,8807,320000
10000,204441,0,35,0,2,0,202466,198879,0,169799,6000,168015,8555,0,6500,1,7103,171981,200000
15000,204625,0,45,15006,0,0,205294,205816,0,212257,15030,194263,15026,0,20000,0,15030,206084,230000
2000,95322,0,29,5000,0,-1,97996,98787,0,1712,10000,27996,2000,-1,2000,0,0,-216,320000
14,2667,2,44,0,2,0,6406,2478,2,5258,2000,6216,4000,0,2000,1,2000,7002,200000
326,326,-1,39,326,-1,-1,326,326,-1,326,326,326,326,-1,326,-1,326,326,200000
0,1837,0,42,3000,0,0,6697,4791,2,1218,500,2700,2000,-1,1218,0,700,1533,380000
0,24677,2,46,3000,0,2,28210,26963,2,29176,1500,27473,2000,2,2289,0,0,28242,60000
3218,13497,-1,27,15688,-1,-1,3400,15680,-1,16478,4448,3218,4000,-1,17000,-1,4500,4078,140000
7020,262138,0,41,10027,0,0,221480,242290,0,181345,5010,201670,8517,0,6821,0,6027,160000,450000
16266,12740,-1,31,17352,-1,-1,14496,17239,-1,8962,20947,16185,14575,-1,9007,-1,8800,8756,280000
931,49302,0,28,1412,0,0,25528,35916,0,26615,2000,26034,1425,0,1000,0,2000,28173,80000
5924,1223,-1,45,22313,-1,-1,6070,22308,-1,547,1480,5924,6083,-1,547,-1,1308,1308,480000
1500,23589,0,34,0,2,0,23263,22585,0,23900,1500,23755,1700,0,1000,1,2000,25016,350000
0,0,-2,30,0,-2,-1,0,0,-2,625,3,0,0,-1,625,1,514,514,230000
0,6859,3,41,3000,0,2,9451,9751,2,10056,500,9169,0,2,1002,0,0,8559,10000
1000,8352,2,22,0,3,2,7800,8078,2,8388,0,8672,0,2,0,1,1000,9248,10000
0,0,-2,33,0,-2,-1,0,0,-2,0,868,0,0,-2,0,1,41300,41300,240000
12448,21570,-1,25,7545,-1,-1,10703,7501,-1,2129,16897,12448,10841,-1,2141,-1,24603,24461,160000
1400,1124,0,29,1000,0,2,1292,1206,0,2064,1203,1778,1000,0,1200,-1,0,1000,200000
3402,125615,0,44,5000,0,0,79668,77485,0,30500,1000,92326,4000,0,2013,0,1026,25265,210000
1261,2522,-1,37,0,-1,-1,1261,0,-1,1261,390,1261,1261,-1,1261,-1,1261,1261,90000
5000,54074,0,41,10000,0,0,29143,50967,0,19060,5000,33520,10000,0,3000,0,3000,14275,80000
29982,36179,0,24,1953,0,0,28400,36137,-1,29782,60615,28982,2000,0,800,0,1516,24389,90000
2600,73064,0,39,3900,0,0,71730,70373,0,75095,3100,73208,3200,0,3000,0,3100,72530,110000
901,2294,-2,24,1296,-2,2,2109,1290,-2,476,326,600,2120,-1,476,-2,0,326,180000
0,0,-2,30,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,340000
8000,69707,0,38,4000,0,0,62630,71904,0,46231,10000,57406,5000,0,1460,2,40000,73262,30000
1010,1236,-1,26,1234,-1,0,4888,1234,0,8995,3669,4187,4890,-1,8998,-1,2005,9731,160000
0,2273,0,49,2000,0,0,2552,2127,2,1583,0,1992,1300,0,0,0,150,1320,30000
2120,153664,-2,57,22000,-2,0,86466,137074,-1,143701,5200,2120,2509,-1,143701,-2,6000,146318,150000
210,6475,-2,33,2500,-2,0,500,2500,-1,210,0,210,500,0,0,-2,0,-90,260000
600,27851,0,30,2100,0,0,29200,29490,0,50000,0,29400,1500,0,600,0,0,0,30000
2500,48674,2,42,2300,2,3,52570,49895,3,54534,0,53614,4116,3,2052,2,0,53374,90000
4485,20498,-1,57,2290,-1,-1,4968,2290,-1,5574,9986,4481,4968,-1,5583,-1,14242,14240,580000
3000,60557,0,51,3040,0,0,27436,58563,0,30351,3000,29752,3000,0,4000,0,2000,28871,60000
1226,50995,0,30,2500,0,0,32777,50882,0,29598,1138,32081,1500,0,1059,0,2000,29648,50000
29,141102,0,46,5034,0,-1,28749,84229,0,7594,30052,14258,2071,0,72,0,190710,190628,380000
2001,16128,0,33,2000,0,0,18589,17441,0,19892,4737,18607,2000,0,2001,0,100,24338,20000
1400,32814,0,32,0,2,3,33017,32004,0,38151,0,33868,1550,0,5000,1,0,37253,50000
36377,218570,0,34,18978,0,0,218778,218978,0,225650,0,236377,18778,0,10650,-1,15233,15233,500000
0,205150,-2,33,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,200000
1990,46113,0,36,3182,0,0,50255,48241,0,52429,3000,51410,3000,0,2000,0,2000,53554,170000
188,6703,0,21,2000,0,-1,9205,8422,0,4176,0,9393,1000,-1,2538,0,0,0,10000
1509,61089,0,35,1965,0,0,46508,53073,0,46169,4000,42835,1972,0,4000,0,3000,40482,160000
3500,111820,0,27,3817,0,0,100638,104189,0,94663,3500,93092,4500,0,3600,0,3700,96257,140000
1000,1698,0,25,1086,0,-1,3665,2751,0,6665,776,4665,1000,0,2000,0,150,150,200000
5006,28804,0,35,20000,0,0,47532,43996,0,51380,3006,49414,5006,0,5008,0,3004,50661,390000
2387,81382,0,52,4611,0,0,65480,72937,0,68176,2544,66777,4000,0,2472,0,2502,69547,100000
442,12685,0,56,1188,0,0,12115,13634,0,12623,421,12356,1201,0,466,0,1500,13905,20000
4013,87717,0,26,9156,0,0,83632,93707,0,75499,2652,81133,2782,0,2688,0,2651,73540,310000
807,19203,0,23,0,2,0,18245,17242,0,18685,800,18454,1299,0,678,1,897,19271,50000
0,19101,0,34,1653,0,0,12676,17444,0,5928,0,9171,1110,0,109,0,7849,7746,30000
1240,108784,2,37,4800,2,0,106317,110405,0,31457,1300,30906,0,0,1200,1,1200,32134,150000
701,14367,0,24,2001,0,0,18136,16130,0,19478,1000,18258,2600,0,1500,0,705,19866,20000
19446,3450,-1,32,12174,-1,0,16152,12113,-1,19189,277,19443,16239,0,529,-1,400,13947,200000
23001,47132,-1,28,1651,0,-1,983,22104,0,7428,8599,23594,984,0,5001,0,30001,29039,50000
1500,6690,0,26,2600,0,0,8515,8628,0,3403,0,6584,1500,0,1000,0,402,3748,20000
1317,73784,0,40,3663,0,0,53032,73815,0,93786,3185,29086,3426,0,93276,0,3197,92728,170000
0,4410,0,45,4050,0,-1,0,4055,-2,6553,0,0,0,-1,6553,0,13100,19653,50000
1045,13207,-1,34,6222,-1,-1,6692,6184,-1,1039,9215,1039,9723,-1,1042,-1,1509,1503,420000
1507,8432,0,30,1300,0,0,10637,9596,0,12178,1000,11965,1200,0,1000,0,2000,13962,70000
4000,161001,0,30,5000,0,0,131048,136271,0,115808,5270,119654,6000,0,4000,0,5000,115116,280000
15080,390,-1,41,390,-1,0,390,390,-1,780,0,15080,390,0,0,-1,0,0,150000
2600,110692,0,30,3500,0,-1,103223,105273,0,38640,50000,97871,4000,0,3000,0,19707,14734,80000
0,377779,6,39,0,7,3,365250,372355,5,352121,0,358145,0,4,0,8,0,346216,330000
625,46253,0,32,1998,0,0,46919,46117,0,17825,649,17459,3000,0,647,0,664,18193,50000
3100,127626,0,38,5400,0,0,88423,128136,0,92154,3100,90235,3100,0,3200,0,3000,85510,130000
17711,13936,-1,34,8735,-1,0,1973,8643,-1,13747,5000,17711,1973,0,2000,-1,5000,13901,20000
3000,35427,0,25,2000,0,2,36989,36307,0,39958,3090,38559,2000,2,3000,0,0,38313,50000
0,5678,-1,52,1010,0,-1,694,3608,-1,2266,3027,-6,696,-1,2272,0,1605,1601,150000
3244,107782,-1,53,11016,-1,-1,11525,10961,-1,9146,7992,3228,11602,-1,9191,-1,2442,2430,500000
3394,109815,0,34,3634,0,0,93091,91363,0,91748,3183,91706,3566,0,3659,0,3700,93261,220000
1000,181178,-2,28,4000,0,-1,62200,86663,-2,150,3690,38000,2000,-1,150,0,193,193,400000
2000,51300,3,54,0,4,0,49097,50222,2,49145,2000,50036,0,2,0,4,1900,47639,50000
0,0,-2,42,0,-2,-2,0,0,-2,0,35910,0,0,-2,0,1,0,0,210000
925,3642,-1,35,492,-1,0,0,492,-1,12151,30000,925,0,-1,12151,-1,29000,39673,430000
8000,13159,0,28,30000,0,2,41831,39243,0,10186,9579,45893,7000,0,5000,-1,0,4887,140000
4150,28611,0,45,1352,0,-1,19590,23312,0,15525,0,18447,1290,-1,15525,0,0,0,30000
1900,-191,-1,27,382,-1,0,2898,191,0,5149,1000,4728,2898,0,500,1,500,5561,130000
800,8660,0,21,1800,0,-2,8560,9756,-1,0,0,780,1300,-1,0,0,1900,0,10000
700,15760,0,29,1593,0,0,17781,17092,0,17710,500,17289,1282,0,700,0,800,18217,20000
582,38242,0,29,1799,0,0,16068,28797,0,16882,943,16387,2000,0,754,0,893,17350,50000
2703,70542,0,42,3000,0,0,74192,72400,0,77444,6100,75660,3000,0,2998,0,3000,79154,100000
326,76817,0,27,3000,0,0,43727,74554,0,1755,39080,16307,1400,-1,1755,0,0,470,80000
8,325,2,39,2770,-1,0,2247,2770,0,80392,2720,1930,0,-1,80408,-1,3142,78638,350000
10000,265044,0,37,73000,-1,0,68660,60052,0,85591,25000,77184,10000,0,10000,1,20000,101945,270000
0,3907,-1,41,13345,-1,-2,-4,13253,-2,-4,0,-4,0,-2,0,-1,0,-4,380000
5000,60654,0,38,3000,0,0,54715,59464,0,53256,10000,51796,3019,0,5000,0,10000,59733,270000
0,552,-2,35,0,-2,-2,-18,-18,-2,-18,0,-18,0,-2,0,-2,0,-18,210000
0,0,-2,49,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,100000
3000,45390,0,45,2321,0,0,46549,46210,0,20264,627,20084,1660,0,1004,0,1003,19064,50000
5000,84973,0,47,6000,0,0,94895,89989,0,127382,20000,98738,6000,0,30000,0,30000,155470,180000
500,5618,0,29,1125,0,0,7635,6645,0,8403,154,8020,1115,0,500,0,1252,9504,90000
1068,1243,-2,37,0,-2,-1,2366,0,-2,-1438,2500,-1438,2366,-2,0,-2,67567,66129,90000
749,780,-2,25,0,-2,-2,390,0,-2,390,805,749,390,-2,390,-2,0,0,30000
755,18839,0,36,1690,0,0,20042,19919,0,19662,115,20204,1203,0,701,0,600,14218,20000
5611,8341,0,25,2000,0,0,11560,10039,0,18179,1500,16611,2000,0,2000,0,2000,19712,30000
694,9837,0,27,1010,0,0,21682,3898,0,20289,400,20833,21282,0,1000,0,700,19380,50000
2666,105449,0,54,4500,0,0,82407,107957,0,70982,2856,70562,3786,0,2900,0,3100,71609,110000
11000,380781,0,38,16750,0,0,373512,389354,0,305275,13500,304594,14100,0,11000,0,11100,303402,380000
20012,2810,-1,26,16261,-1,0,8632,16175,0,21234,0,25234,8641,0,62,-2,1,567,160000
2000,47702,2,35,2200,2,2,49636,48839,2,51658,2000,50517,1900,2,2100,2,2100,52758,70000
2000,106140,0,52,3003,0,0,58860,69025,0,41556,2000,45207,2000,0,2000,0,1590,42455,130000
0,-11,-1,26,3930,-1,-1,-23,3919,-2,7859,805,-23,0,-1,7882,1,0,-2,240000
3000,62296,0,45,3000,0,0,56439,64460,0,55981,3000,53637,3000,0,3000,0,3000,58270,300000
2000,26702,0,40,2008,0,0,26704,26616,0,30035,3000,27640,2000,0,3000,0,5000,33697,100000
0,6096,-1,25,2886,-2,-1,8264,2886,0,2814,2828,7776,9288,-1,2814,-2,2610,2610,200000
3005,39323,0,39,7031,0,0,38157,45625,0,15733,1003,15966,2013,0,2007,0,5007,17703,50000
1400,1726,-1,39,350,-1,-1,2001,325,-1,1313,1500,1364,2001,-1,1320,-1,1300,1242,280000
1000,5674,0,42,0,2,2,7968,5440,0,9685,1000,8829,2800,0,1000,1,0,9384,10000
6,32755,3,42,0,4,0,30937,31973,2,29214,0,29999,0,0,1054,5,1111,29846,30000
30049,66176,0,34,3000,0,0,70306,68108,0,142188,5000,99217,3500,0,50000,0,5200,145013,300000
1013,49566,0,46,1968,0,0,48495,49483,0,28846,1034,28641,1644,0,1044,0,1045,29024,50000
5000,156346,0,37,7000,0,0,165480,159223,0,77944,3000,76144,9000,0,3000,0,3000,76577,270000
0,49099,2,27,1800,2,0,50406,49817,2,48803,0,47771,1710,0,1800,1,4200,52190,60000
7001,167358,2,31,11000,0,2,174261,175635,2,181658,10007,179026,3000,2,5000,0,6200,185523,200000
300,32822,0,23,1150,0,0,4510,20669,0,2000,0,2893,1000,0,400,0,800,2800,50000
3961,15953,-2,31,25148,-2,-1,12174,24916,-2,3070,450,3961,12174,-2,3070,-2,2306,2306,140000
492,14275,0,29,1297,0,0,16223,15335,0,15920,324,15594,1185,0,510,0,557,15338,20000
2100,57879,0,27,2600,0,2,55972,54856,0,60179,2340,56543,2618,0,4550,0,0,59058,70000
0,0,-2,37,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,230000
2000,4679,0,24,1000,0,-1,0,3146,-1,4716,10254,2000,0,-1,4716,0,7485,7485,140000
